V1,V2,V3,V4,V5,Q3,Q5_1_TEXT,Q5_3_TEXT,Q5_4_TEXT,Q5_5_TEXT,Q5_6_TEXT,Q5_7_TEXT,Q7,Q152,Q9,Q162,Q11,Q150_1,Q150_2,Q150_3,Q150_4,Q13,Q161,Q15,Q134,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q135_1,Q135_2,Q135_3,Q135_4,Q93,Q95,Q97,Q99,Q1522,Q136,Q154,Q155,Q156,Q157,Q158,Q159,Q160,Q1613,Q1624,Q137_1,Q137_2,Q137_3,Q137_4,Q113,Q114,Q115,Q116,Q153,Q139,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q138_1,Q138_2,Q138_3,Q138_4,Q117,Q118,Q119,Q120,Q1545,Q141,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q140_1,Q140_2,Q140_3,Q140_4,Q121,Q122,Q123,Q124,Q1556,Q143,Q199,Q200,Q201,Q202,Q203,Q204,Q205,Q206,Q207,Q142_1,Q142_2,Q142_3,Q142_4,Q125,Q126,Q127,Q128,Q1567,Q145,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q144_1,Q144_2,Q144_3,Q144_4,Q129,Q130,Q131,Q132,Q1578,Q147,Q217,Q218,Q219,Q220,Q221,Q222,Q223,Q224,Q225,Q146_1,Q146_2,Q146_3,Q146_4,Q133,Q1349,Q135,Q13610,Q15811,Q149,Q190,Q191,Q192,Q193,Q194,Q195,Q196,Q197,Q198,Q148_1,Q148_2,Q148_3,Q148_4,Q137,Q138,Q13912,Q140,Q15913,Q14914,Q208,Q209,Q210,Q211,Q212,Q213,Q214,Q215,Q216,Q148_115,Q148_216,Q148_317,Q148_418,Q14119,Q142,Q14320,Q144,Q16021,Q146,Q148,Q150,Q152_1,Q152_2,Q152_3,Q152_4,Q152_5,Q152_6,Q152_7,Q152_8,Q152_8_TEXT,Q15422,Q15623,Q15824
R_1LGR2rgxZR0If2W,Default Response Set,10/12/16 21:08,10/12/16 21:35,1,1,Chrome,Macintosh,1440x900,23.0.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",1,1,1,1,1,0,0,38.016,0,1,24,1,1,,,,,,,,,1,1,0,0,59.009,0,"problems are not difficult when successful, something about flying a kite, having too many people working on something will cause problems, it is easier to run than walk  ",I have no idea,,,24,1,,,,1,,,,,,0,0,44.006,0,"winged messenger sent news of success, there was a hero that many doubted and scorned, something about jewels, there was a picture of a cat at the beginning, something about three sisters",a hero that was doubted but came out on top,,1,24,1,,,,,,,,1,,0,0,59.007,0,"doing laundry is a pain, there are many steps in the process, you have to use a machine, when you're done you go home",I have no clue,,,24,1,,,,,1,,,,,0,0,52.012,0,"you can protect your head if you want to, you can borrow a friends, speed is up to you, smoother surfaces are easier for beginners strait paths are better than curved ones. a picture of a bird ",driving a car,,1,24,1,,,,,,,1,,,0,0,50.005,0,"It had seemed like hours since i called, hot oil splashing on my hand, perhaps I could wait a couple more minutes, it smelled so good I couldn't help myself, pizza",being impatient to eat pizza,,,24,1,,,1,,,,,,,0,0,47.002,0,"I was getting the hang of my new machine, it was so delicate that taking it out of the box it seemed to break in half, my pushing the black squares it caused the top half to change, a picture of a laptop",someone getting and learning how to use a laptop,1,,24,1,,1,,,,,,,,0,0,46.008,0,"it looked snug but not too tight i was hoping the cloth would not leak, I had not done this task in a while and thought it was time to do it again, something about getting something off the top shelf and wiping up a mess, a picture of something I couldn't identify",I have no idea,1,,24,1,1,,,,,,,,,0,0,46.002,0,"a pic of abe lincoln, he was poor as a boy , as a man he towered over everyone and had lots of power he wanted to bridge the gap between two peoples, he knew it was a huge responsibility ",Abraham Lincoln ,1,,24,1,,,,,,1,,,,0,0,46.005,0,"Now my creation was complete, a picture of a shoe, I got parts stuck to my clothes, I had waited many seasons for this, the conditions were just right, assembling the parts, ",someone making something,,1,24,3,1,2,1,,,,,,,,,1,,1
R_YbKhiYcxR1AZrot,Default Response Set,10/12/16 22:09,10/12/16 22:34,1,1,Chrome,CrOS x86_64 8530.96.0,1366x768,23.0.0,,"Mozilla/5.0 (X11; CrOS x86_64 8530.96.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.154 Safari/537.36",1,1,1,1,1,0,0,38.009,0,1,24,1,1,,,1,,,,,,,1,0,0,59.009,0,A rock can be an anchor. This activity can be fun when doing it,flying a kite,1,,24,1,1,,,,,,,,,0,0,44.007,0,momentous sucess. a man was afraid to explore . he travelled over valleys and hills.,A man exploring new territory,1,,24,1,,1,,,,,,,,0,0,59.024,0,the whole thing can be a pain.laundry.,doing laundry,1,,24,1,,,,,,,,,1,0,0,52.01,0,you should cover your face. A sunny day is best. ,you going outside,,,24,1,,,,1,,,,,,0,0,50.01,0,It seemed like it had been a long time since I called. finally it arrived and it was thin. I wondered if i could touch it because it was hot.I became impatient ,a person touching something that is hot,,1,24,1,,,,,,1,,,,0,0,47.049,0,light ,i cant remember at all,,1,24,1,,,,,,,,1,,0,0,46.006,0,a person said they had done a task before and it was about that time to do it again. The person was saying something about  a screw and that it was on tight but not to tight.,a man changing a screw,,,24,1,,,,,1,,,,,0,0,46.008,0,when he was young he was poor.he tried to speak to people to get them to act nice,a man throughout his life,,1,24,1,,,,,,,1,,,0,0,46.028,0,the person liked the snowman they built. They put different peices to make a snowman. more people came to help the person make it.,a person being satisfied with the snowman they made.,,,24,2,1,2,,1,,,,,,,,1,,1
R_10Avb3qHDJdgNmm,Default Response Set,10/13/16 7:55,10/13/16 8:23,1,1,Safari,Macintosh,1280x800,23.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",1,1,1,1,1,0,0,38.007,0,2,24,1,1,,,,,,,1,,,1,0,0,59.007,0,There are many things to remember when flying your own kite. It is better to use newspaper than magazine. A rock will serve as an anchor. Children can enjoy them. One must run. ,Kites,,,24,1,,,,,1,,,,,0,0,44.004,0,"Dialogue... ""...,"" he said. Something about three sisters. Word ""pawning.""  / ",Not Sure,,1,24,1,,1,,,,,,,,0,0,59.003,0,"The procedure is really quite simple. First, you arrange the items into piles. Then you put it in the slot and start the machine. You cannot put too much in at once. Then you sit and wait in case anything goes wrong. Then, you put the items in a second machine and watch them go around. Then, you leave and arrange them again at home. They can then be put into their usual places. Really, the whole procedure is rather annoying. ",Laundry,1,,24,1,,,,,,,,1,,0,0,52.005,0,"If you do not have your own, you can borrow a friend's. You can use it in rain or shine. It might need maintenance. It may be beneficial to protect your head.",Bikes,,,24,1,1,,,,,,,,,49.02,49.02,50.002,1,"It seemed like hours since I had called. When it arrived, it showed color but was thin. It smelled strongly, so I had to try it. I was growing impatient. The oil dripped off, burning my hand.  / ",Pizza,1,,24,1,,,,,,,,,1,0,0,47.004,0,I opened it. Pushing a black square on the bottom half caused the top half to move. It lit up. I heard a humming sound. I was getting the hang of my new laptop.  / ,Laptop,,,24,1,,,,,,1,,,,0,0,46.005,0,I new it had been awhile since I had completed this task and was guessing it was time to do it again. I took the towel and unfolded it. I used it. ,Towel,,1,23,1,,,1,,,,,,,0,0,46.005,0,"As a boy, he had no money. As a man, he was powerless. He grew in stature. Men now reap the benefits of this man's vision. ",An influential man,1,,24,1,,,,1,,,,,,45.61,45.61,46.004,1,"The parts had arrived. I surveyed the matter. I assembled as much as I could with sticks and rocks. Now, the piece looked complete. ",Assembling an item,,1,24,2,1,2,1,,,,,,,,,1,"I found this very interesting! I don't know if this is helpful, but I found myself looking for strategies as I went through the experiment, only to realize that is a whole other psychological issue. Fun study!",1
R_ulBqTeJT4zesIiB,Default Response Set,10/13/16 8:52,10/13/16 9:13,1,1,Chrome,Windows NT 10.0,1280x720,23.0.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",1,1,1,1,1,0,0,38.008,0,2,24,1,1,1,,,,,,,,,0,0,0,59.007,0,there are just a few sample thing to do while doing this activity. a seashore is better then a street. newspaper. kite. rock. ,outside,1,,24,1,,,,,,,,1,,0,0,44.024,0,christopher columbus. sisters and brothers. ,siblings,,,24,1,,,,,,,,,1,0,0,59.006,0,doing your laundry can be a pain. first you put it in one machine and sit and wait for it to finish and then you put it into another and do the same thing,laundry,,,24,1,,,,,,,1,,,0,0,52.006,0,riding a bike. riding on a dry and sunny day is better then riding on a wet and rainy day. borrowing one from  friend is ok. the bike need to set your needs. ,bike,,,24,1,,,,,1,,,,,0,0,50.003,0,hot and boiling. tried to pull it but it was very hot. ,hot liquid,,1,24,1,,,,,,1,,,,0.056,0.056,47.009,1,machine with black keys. getting used to it. book,machine,,1,24,1,,,1,,,,,,,0,0,46.005,0,i was hoping the cloth would not leak. tabs over the top. towle from the top stack. layed flat and hoped it wouldnt leak / ,towel ,1,,24,1,,1,,,,,,,,41.836,41.836,46.006,1,he believed that the cause was just. tremendous tasks. he towered over everyone,man,1,,24,1,,,,1,,,,,,0,0,46.004,0,the seasons seemed to be right. i added detail with sticks and rocks. seemed to be complete. ,project,,1,24,2,1,2,1,,,,,,,,,1,,1
R_cMVtZJeClqrLNKN,Default Response Set,10/13/16 10:57,10/13/16 11:17,1,1,Chrome,Macintosh,1280x800,23.0.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",1,1,1,1,1,0,0,38.024,0,1,23,1,1,,,,,,,,1,,1,0,0,59.011,0,They were talking about a person who was comparing something that everyone wants to learn how to do and how anxious to fly a kite. Then they gave instructions  on how to fly a kite and what might help.,Flying a kite,,,24,1,,,,,,,1,,,0,0,44.011,0,They talk about Christopher Columbus being nervous at first then successful when discovering America,Christopher Columbus,,,24,1,,,,1,,,,,,0,0,59.011,0,Showed a watch and then doing stuff over and over and putting it back up and then doing it again.,Time,,1,24,1,,,,,1,,,,,0,0,52.015,0,Showed a bird and described best methods on how to fly,Flying,,1,24,1,,,,,,1,,,,0,0,50.011,0,"Went to do the door to get a package and knew to be careful because it was very hot but the smell wanted to make her touch it. She tried to open the package and hot oil burnt her, and then she wanted to keep waiting but she was being impatient. It showed a pencil.",A package/ pen,,1,24,1,1,,,,,,,,,0,0,47.01,0,Someone getting a new laptop when they came out and was so amazed by what they can do and how moving the keyboard will tell the screen what to do.,A new laptop,1,,24,1,,1,,,,,,,,0,0,46.01,0,I think they were talking about putting on a trash bag,Trash,1,,24,1,,,1,,,,,,,0,0,46.012,0,Talking about someone worrying about everyone being on their side.,Loyality,0,,23,1,,,,,,,,,1,0,0,46.012,0,Someone waiting for weather and materials to come so that that they could build the proper snowman.,Building a snowman,,,24,3,1,1,1,,,,,,,,,1,,1
R_TiaK9lbxZnwRkZ3,Default Response Set,10/13/16 11:41,10/13/16 12:04,1,1,Chrome,Macintosh,1440x900,23.0.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",1,1,1,1,1,0,0,38.03,0,2,24,1,1,,,,,1,,,,,1,0,0,59.014,0,"sometimes its better to run than walk, a street is better than a seashore, sometimes you have to, ",doing things that are for the better,,0,24,1,,,,1,,,,,,0,0,44.008,0,"he knew he was a success, valleys, laughter, moving on , ","moving, going somewhere",,1,24,1,,,1,,,,,,,0,0,59.009,0,the procedure is easy. first you put everything in the.. the procedure can take some time and then it showed a picture of a washing maching,washing laundry,1,,24,1,,,,,,,,,1,0,0,52.006,0,"you will probably want to be outdoors on a sunny day, windy wet day, beginners prefer a dry day, you could borrow a friends if  you want, fit your needs, use a mirror to thlep , protect your head, bike can be a god way to move around",riding a bike,,,24,1,,,,,,1,,,,0,0,50.005,0,"it had been hours since i called, it was burning hot, there was dripping oil, i should have been more impatient, a picture of a pencil ",drawing/painting with oils,,1,24,1,,,,,,,,1,,0,0,47.008,0,"the newness of it was intimidating, break it in half, together , the light to flash, i could hear a humming sound, colors flashed, new laptop, last chance to tell it what to do",new laptop,,,24,1,,,,,,,1,,,10.598,10.598,46.008,1,"i was hoping the diaper wouldn't leak, I used a wet towel to clean it up, i folded up the corners and threw it away",changing a diaper,,,24,1,1,,,,,,,,,0,0,46.008,0,"descendants in his following will reap al he has done, some people were against him, as a child he wasn't wealthy but as a man he was in many ways",leadership/high authority figures,1,,24,1,,1,,,,,,,,0,0,46.023,0,"i could see the conditions were perfect, it took a few tries to get it right, some of it stuck to my clothes, ",building a snowman,0,,24,5,3,2,1,,,,,,,,,1,,1
R_4ZKJQFg7KxlWTFD,Default Response Set,10/13/16 12:38,10/13/16 12:53,1,1,Safari,Macintosh,1366x768,-1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50",1,1,1,1,1,0,0,38.012,0,3,23,1,1,,,,,1,,,,,1,0,0,59.006,0,My computer wouldn't allow me to open up the link.,N/A,,0,23,1,,,,,,,,1,,0,0,44.007,0,My computer wouldn't allow me to open the link again.,N/A,,,23,1,,,,,,,1,,,0,0,59.006,0,My computer wouldn't allow me to open up the link.,N/A,,,23,1,1,,,,,,,,,0,0,52.005,0,My computer wouldn't allow me to open up the link.,N/A,0,,23,1,,1,,,,,,,,0,0,50.006,0,My computer wouldn't allow me to open up the link.,N/A,0,,23,1,,,,1,,,,,,0,0,47.008,0,I couldn't open up the paragraph on my computer,N/A,,1,23,1,,,,,,,,,1,0,0,46.006,0,My computer wouldn't allow me to open up the link.,N/A,,,23,1,,,,,,1,,,,0,0,46.007,0,My computer wouldn't allow me to open up the link.,N/A,,0,23,1,,,1,,,,,,,0,0,46.005,0,My computer wouldn't allow me to open up the link.,N/A,0,,23,3,1,1,1,,,,,,,,,1,I use a MacBook Air and the video screen would not let me open up the file that came from the page.,1
R_6rrrE9f1WVBWYNz,Default Response Set,10/13/16 12:56,10/13/16 13:26,1,1,Chrome,Macintosh,1280x800,23.0.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",1,1,1,1,1,0,0,38.016,0,1,24,1,1,,,,,,1,,,,1,0,0,59.009,0,It is an exciting activity. The seashore is better than the street. If too many people are doing the same thing it can be bad. Birds rarely get too close. If done correctly this can be a relaxing activity.,flying a kite,,1,24,1,,1,,,,,,,,0,0,44.006,0,"With the jewels financing him, he went to do things. He eventually did them.",a king,1,,24,1,1,,,,,,,,,0,0,59.01,0,The procedure is quite simple. First you arrange everything into groups. You put them into different piles. One pile is enough if the group is small enough. Then you go to a place if you do not have a machine. You put the things in a machine. You have to stay in case anything goes wrong. Then you take the stuff out and put it in another machine and you watch it go around. Then you put it in a basket and take it home. Then you put the stuff in other places. Eventually all of the stuff will be used and you will have to do it again.,doing laundry,1,,24,1,,,,1,,,,,,0,0,52.007,0,"You will probably want to be outdoors. If you do not have your own you can borrow a friends. If used correctly, it can be an efficient way to move around.",flying?,,1,24,1,,,1,,,,,,,0,0,50.008,0,"It seemed like hours since I had called. Finally the hot box arrived. I wanted to eat it but it was so hot. I pulled at one piece but it clung to the rest, so I tried another. The pieces were all stuck together so I tugged really hard, so hard that droplets of hot oil landed on the side of my hand. Perhaps I could wait a little longer. I was very hungry. ",eating pizza,1,,24,1,,,,,1,,,,,0,0,47.01,0,It was so new I felt I would break it if I touched it. I pressed a black square and the light flashed. When I put my hands on the bottom half it would affect the top half. I was getting the hang of my new machine.,camera?,,1,24,1,,,,,,,,,1,0,0,46.009,0,I knew it was time to do it again.  I pulled the old on off and threw it away. I used a soft damp towel to clean up any mess. I got a new off of the stack and unfolded it so it lay flat. I will have to change a diaper again.,changing diapers,,,24,1,,,,,,,,1,,0,0,46.008,0,He knew people would either be with him or against him. He had to make people be with him. As a boy he had no money. As he grew older he towered over others in stature. His descendants reaped the benefits of Lincoln and Abraham. ,a boys life,,,24,1,,,,,,,1,,,0,0,46.007,0,My snowman looked complete. I decorated him with the right accessories. More of the matter came and stuck to my gloves and pants. I finished him with sticks and rocks. ,snowman,,,24,2,1,2,1,,,,,,,,,1,,1
R_dpxNbjyo0bkS1xv,Default Response Set,10/13/16 12:57,10/13/16 13:37,1,1,Safari,Macintosh,1440x900,23.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",1,1,1,1,1,16.908,16.908,38.013,1,1,24,1,1,1,,,,,,,,,0,0,0,59.012,0,no second chances / a rock as a anchor  / run first then walk  / better on a seashore,kite,0,,24,1,,,,,,,1,,,0,0,44.009,0,christopher columbus / days became weeks / sisters,sailing,,,24,1,,,,,,,,1,,0,0,59.013,0,laundry  / switching machines / putting the clothes away / having to wash them again  / staying in case anything goes wrong,laundry,,,24,1,,1,,,,,,,,0,0,52.016,0,straight ways are better than curvy / protect your head / sunny  / comfortable,riding a bike,1,,24,1,,,,1,,,,,,0,0,50.01,0,hot  / impatient / oil / ,candle,,1,24,1,,,1,,,,,,,0,0,47.009,0,images / colors  / waiting,computer ,1,,24,1,,,,,1,,,,,0,0,46.007,0,hoping cloth wouldn't leak / haven't done it in a while  / soft  / clean,washing,,0,24,1,,,,,,1,,,,0,0,46.009,0,on his side or against him  / trouble ,sleeping,,1,24,1,,,,,,,,,1,0,0,46.011,0,waited for the season / better outdoors than indoors / gathered sticks / ,snowman,,,24,2,1,2,1,,,,,,,,,1,,1
R_ulgpy7g8cDOUOt3,Default Response Set,10/13/16 14:47,10/13/16 15:19,1,1,Chrome,Macintosh,1280x800,23.0.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",1,1,1,1,1,0,0,38.014,0,2,24,1,1,,,,,,,,,1,1,0,0,59.006,0,"these are just a few things to consider when flying your own kit, birds wont get too close, a rock makes a great anchor, the seashore is better than the street",tips on flying a kite,,,24,1,,,,,,1,,,,0,0,44.007,0,"The hero protecting jewels, winged madman, your eyes deceive, he said, ",A hero was stopping the man from stealing jewels,,1,24,1,,,,,1,,,,,0,0,59.01,0,"the procedure is simple, you have to sit and wait,  then you have to put them away in their usual place and then start the process over again",Doing laundry,,0,24,1,,,,,,,1,,,0,0,52.007,0,"Protecting your head is a good idea. with practice, riding your bike is a good way to get around, beginners prefer smooth surfaces, curvy and straight",The benefits of riding a bike,,,24,1,1,,,,,,,,,0,0,50.006,0,"it was light colored but slightly thin, the hot oil dripped on my hand, it was too hot, perhaps i could wait a little more, i was impatient, the elastic fibers stuck together, I pulled on one piece but it wouldn't come apart so i moved to a different section",eating pizza,1,,24,1,,,,,,,,1,,0,0,47.005,0,"pushing the black box caused the light to change, new laptop, the laptop knew what to do",Figuring out how to use a new laptop,,,24,1,,,1,,,,,,,0,0,46.006,0,"I took the old one off and threw it away, i cleaned up the mess. I grabbed a new one and tucked the tabs at the middle. i hoped the new one would not leak",changing a dirty diaper,1,,24,1,,1,,,,,,,,0,0,46.007,0,"He felt that people were either on his side or against him. he felt that he had to get people on his side. his vision was just, power, descendents would reap the benefits ",Abraham Lincoln's vision,1,,24,1,,,,1,,,,,,0,0,46.006,0,"now my creation looked complete, the outdoors look so much brighter than indoors, i moved some sticks and rocks with my foot",making art on the ground,,1,24,3,2,2,1,,,,,,,,,1,,1
R_1P8dxiGntxHxa9k,Default Response Set,10/13/16 16:38,10/13/16 17:11,1,1,MSIE,Windows NT 10.0,1829x1029,23.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; Tablet PC 2.0; LCTE; rv:11.0) like Gecko,1,1,1,1,1,2.979,2.979,38.024,1,4,24,1,1,,,1,,,,,,,1,2.476,2.476,59.004,1,Newspaper is better than a magazine.  A seashore is better.  Walking can be easier than running.  You just have to practice.  Children can find it enjoyable.  Rain soaks up too fast.  These things can cause problems.,running,0,,24,1,1,,,,,,,,,5.815,5.815,44.239,1,He said that people were spreading rumors but they were just doubters.  ,exploring,1,,24,1,,,,,,,,,1,2.962,2.962,59.023,1,First you put a pile in the machine. Try to put in as much as you can.  Then you wait until it is done.  Then you take it out of the machine and put it in another machine.  Then when it is done you take it home and place them in their usual places. They will get used again and you will do this same procedure again.,laundry,,,24,1,,,,1,,,,,,3.382,3.382,52.032,1,You can add a mirror if you want.  If you don't have one you can barrow a friends. ,a bird,,1,24,1,,,,,,,,1,,6.021,6.021,50.021,1,The pizza was in the oven.  I dropped it.  I tried to pull it out but some dripped on my hand.  I am trying my best.,pizza,,,24,1,,1,,,,,,,,3.051,3.051,47.018,1,It was scary opening this new thing.  The black squares and screen were so new.  As you pressed the black squares things would show up on the screen.  I am starting to get the hang of the new machine,new computer,1,,24,1,,,,,,1,,,,2.812,2.812,46.027,1,I folded it so it was secure and would not leak. I grabbed a new cloth from the rack. ,covering something that was leaking,,1,24,1,,,,,,,1,,,3.967,3.967,46.026,1,Abraham Lincoln grew up poor. He felt like he had a lot of responsibility.  He towered over people,abe lincoln ,,,24,1,,,,,1,,,,,2.955,2.955,46.015,1,I could tell the seasons were changing.  Something felt right and my creation was coming together with the sticks and rocks,creating something with sticks and rocks,,1,24,3,1,2,1,,,,,,,,,1,,1
R_2Vgv94KYwd9EEP8,Default Response Set,10/13/16 18:10,10/13/16 18:35,1,1,Chrome,Macintosh,1280x800,23.0.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",1,1,1,1,1,0,0,38.021,0,4,24,1,1,,1,,,,,,,,1,0,0,59.008,0,The land is better than the seashore. At first it is better to run than walk. A rock will anchor it down. ,flying a kite,1,,24,1,,,1,,,,,,,0,0,44.008,0,There was a man with jewels. There was something else about three sisters?,An explorer,1,,24,1,1,,,,,,,,,0,0,59.011,0,the video glitched....,i dont know ,0,,23,1,,,,,,1,,,,0,0,52.009,0,the only thing i really remember is the picture of the bird,birds...,,1,24,1,,,,,,,,,1,0,0,50.006,0,it seemed like hours since i called. It finally arrived in color but very thin. ,i have no idea,,,23,1,,,,,,,1,,,0,0,47.009,0,"A person got a new laptop and was really scared about breaking it. There was colored images on the top and black square images on the bottom. But moving the black squares on the bottom of the screen, he was able to control the colored images on the top.",someones new laptop,,,24,1,,,,1,,,,,,0,0,46.007,0,There was a guy who hadn't done a task in a while. He was folding a sort of material in a weird way and then he fastened it to make sure it was secure. ,putting a diaper on a baby ,,0,24,1,,,,,1,,,,,0,0,46.009,0,"There was a boy who had no money, but towered over everyone. He wanted everyone to be on his side.",A boy who wanted everyone on his side,,1,24,1,,,,,,,,1,,0,0,46.021,0,He had been waiting for winter for a while. he wanted to build a snowman and he did. After he finished it he decorated it with sticks and rocks. / ,building a snowman ,,,24,2,1,2,1,,,,,,,,,1,,1
R_UXPNgSwwGC8W5nX,Default Response Set,10/13/16 19:54,10/13/16 20:13,1,1,Firefox,Windows NT 10.0,1366x768,22.0.0,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,1,1,1,1,1,0,0,38.197,0,1,24,1,1,,1,,,,,,,,1,0,0,59.175,0,A rock will serve as an anchor. There are just these few simple things to remember when doing this activity. Picture of a kite,outdoors/nature,1,,24,1,,,,,,,1,,,0,0,44.284,0,Christopher Columbus,Christopher Columbus,,,24,1,,,,1,,,,,,0,0,59.227,0,Soon you will have to do it all over.  The whole thing can be a pain.  Picture of a watch,How to do something,,1,24,1,,,1,,,,,,,0,0,52.281,0,You can add a mirror for extra visibility. You will want to wear something that covers your head. With practice this can be an efficient way to get around.  Picture of a bike,Biking,1,,24,1,,,,,,1,,,,0,0,50.227,0,I was impatient but it was very hot. Picture of a pencil,Oil,,1,24,1,,,,,,,,1,,0,0,47.219,0,I was getting the hang of my new laptop.  Moving my hands on the bottom half caused the black squares to change. ,a new laptop,,,24,1,,,,,1,,,,,0,0,46.204,0,I was hoping the cloth would not leak.  Picture of a rocking chair,cleaning up a mess,,1,24,1,,,,,,,,,1,0,0,46.283,0,Descendants following in his footsteps reap the benefits of Abraham Lincoln's vision.,Abraham Lincoln,,,24,1,1,,,,,,,,,0,0,46.2,0,I added some details with sticks and rocks. Picture of a snowman,building something,1,,24,5,3,2,1,,,,,,,,,1,,1
R_22Ea8JMLuj98Kjm,Default Response Set,10/13/16 22:11,10/13/16 22:44,1,1,Chrome,Windows NT 10.0,1366x768,23.0.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",1,1,1,1,1,0,0,38.092,0,3,24,1,1,,,,,,,1,,,1,0,0,59.012,0,There are a few things to remember when making and flying your kite. Newspaper is better than a magazine. A seashore is better than a street. A rock can be an anchor. Rain will soak it quickly. If there are too many people it can be a problem. Birds wont. If everything goes good it can be peaceful.,Flying and making a kite,,,23,1,,,,,,,,,1,0,0,44.053,0,As days turned to weeks. ,a superhero,,,23,1,,,,,,1,,,,0,0,59.022,0,"The whole procedure is quite simple. You have to take all the things and put it in to the machine. Then you have to wait for it to get done and take them, out rearrange them, and put them into another machine. Then you have to wait for them to get done and then put them away. Then you wait for them to be used again and the process is repeated.",putting dishes in the dishwasher,,1,24,1,,,,1,,,,,,0,0,52.014,0,You will probably want to be outside. Straight ways are better than curvy ways. if you don't have your own you could borrow a friends. you should wear a helmet. You should watch your head. You can go fast or slow it's your choice. ,a bike,,1,24,1,,,,,1,,,,,0,0,50.027,0,,pencil,,1,23,1,,,1,,,,,,,0,0,47.023,0,The newness of it was intimidating. I waited for it to turn on so that i could convey my request. when it came on the top half lit up with colors and shapes. when i moved my hand the images changed,a robot,,,23,1,,,,,,,,1,,0,0,46.01,0,I knew it was difficult when I first began. I slid the diaper under and folded the extra material. It looked snug but not too tight.,changing a diaper,,,24,1,1,,,,,,,,,0,0,46.024,0,"He was aware that he had people against him. He tried to get everyone on his side. He felt he had a great responsibility. As a child he had no money. As an adult he towered over everyone in stature, status. ",Abraham Lincoln,1,,24,1,,1,,,,,,,,0,0,46.023,0,I could see that the conditions were right. I had been waiting for this all season. At first nothing would stay together but then things began to form.,building a snowman,0,,24,3,1,2,1,1,,,,,,,,1,,1
